Inflation_Rate,Date,Policy_Rate,Current_Account_Percent_GDP,GDP_Growth,Government_Debt_Percent_GDP,Government_Spending_Percent_GDP,Trade_Balance,Inflation_Rate_lag1,Inflation_Rate_lag3,Inflation_Rate_lag6,Inflation_Rate_lag12,Policy_Rate_lag1,Policy_Rate_lag3,Policy_Rate_lag6,Policy_Rate_lag12,Current_Account_Percent_GDP_lag1,Current_Account_Percent_GDP_lag3,Current_Account_Percent_GDP_lag6,Current_Account_Percent_GDP_lag12,GDP_Growth_lag1,GDP_Growth_lag3,GDP_Growth_lag6,GDP_Growth_lag12,Government_Debt_Percent_GDP_lag1,Government_Debt_Percent_GDP_lag3,Government_Debt_Percent_GDP_lag6,Government_Debt_Percent_GDP_lag12,Government_Spending_Percent_GDP_lag1,Government_Spending_Percent_GDP_lag3,Government_Spending_Percent_GDP_lag6,Government_Spending_Percent_GDP_lag12,Trade_Balance_lag1,Trade_Balance_lag3,Trade_Balance_lag6,Trade_Balance_lag12,Inflation_Rate_ma3,Inflation_Rate_ma6,Inflation_Rate_ma12,Policy_Rate_ma3,Policy_Rate_ma6,Policy_Rate_ma12,Current_Account_Percent_GDP_ma3,Current_Account_Percent_GDP_ma6,Current_Account_Percent_GDP_ma12,GDP_Growth_ma3,GDP_Growth_ma6,GDP_Growth_ma12,Government_Debt_Percent_GDP_ma3,Government_Debt_Percent_GDP_ma6,Government_Debt_Percent_GDP_ma12,Government_Spending_Percent_GDP_ma3,Government_Spending_Percent_GDP_ma6,Government_Spending_Percent_GDP_ma12,Trade_Balance_ma3,Trade_Balance_ma6,Trade_Balance_ma12,Inflation_Rate_vol6,Inflation_Rate_vol12,Policy_Rate_vol6,Policy_Rate_vol12,Current_Account_Percent_GDP_vol6,Current_Account_Percent_GDP_vol12,GDP_Growth_vol6,GDP_Growth_vol12,Government_Debt_Percent_GDP_vol6,Government_Debt_Percent_GDP_vol12,Government_Spending_Percent_GDP_vol6,Government_Spending_Percent_GDP_vol12,Trade_Balance_vol6,Trade_Balance_vol12,Inflation_Rate_pct_change1,Inflation_Rate_pct_change3,Inflation_Rate_pct_change12,Policy_Rate_pct_change1,Policy_Rate_pct_change3,Policy_Rate_pct_change12,Current_Account_Percent_GDP_pct_change1,Current_Account_Percent_GDP_pct_change3,Current_Account_Percent_GDP_pct_change12,GDP_Growth_pct_change1,GDP_Growth_pct_change3,GDP_Growth_pct_change12,Government_Debt_Percent_GDP_pct_change1,Government_Debt_Percent_GDP_pct_change3,Government_Debt_Percent_GDP_pct_change12,Government_Spending_Percent_GDP_pct_change1,Government_Spending_Percent_GDP_pct_change3,Government_Spending_Percent_GDP_pct_change12,Trade_Balance_pct_change1,Trade_Balance_pct_change3,Trade_Balance_pct_change12,Inflation_Rate_target
4.6,2015-01-01,8.5,-2.21267766202146,4.20595547449241,73.5126591624451,17.0880556546828,-6067962244.65068,4.6,4.6,4.6,4.6,8.5,8.5,8.5,8.5,-2.40840557987842,-5.69099818625964,-0.510385718302903,-2.66382240513017,6.3779788972687,8.63218137662685,3.53891205317842,6.24174804376447,68.5910423357715,66.747235367113,86.063491912486,90.6049131149854,14.203291823048,15.0683571124812,20.9584196862527,20.1959652345785,-2731111337.17134,-2731111337.17134,-2731111337.17134,-2179492537.31343,4.6,4.6,4.6,8.5,8.5,8.5,-2.64051715793456,-3.70967360596271,-3.882107010386207,4.878560234013267,6.658885410191573,6.266900301065292,70.15243935273824,69.16388633585402,76.98772501865264,15.149355670648733,15.399296081947634,17.46809967096985,-3843394972.997787,-3287253155.0845637,-3556526364.0446315,0.0,0.0,0.0,0.0,2.057807104784976,2.5598242768178725,2.129366997718632,1.7800054259579565,2.287002037557558,9.23766781707157,1.1645397980173766,2.672751977472585,1362263678.51123,1432929072.8960829,0.0,0.0,0.0,0.0,0.0,0.0,-0.08126866981716618,-0.6111969131594956,-0.08148367986049487,-0.3405504247915331,-0.5127586769804473,0.03507562710926404,0.07175305490447226,0.10135886165354924,-0.18864599462557574,0.2031052989387736,0.13403574969222576,-0.24089379589134252,1.2217923385486635,1.2217923385486635,1.8975580294348897,4.6
4.6,2016-01-01,8.5,-1.9799949250478,5.05362488994436,73.5126591624451,15.6608133524657,-6004663555.81712,4.6,4.6,4.6,4.6,8.5,8.5,8.5,8.5,-2.21267766202146,-3.3004682319038,-1.83339432034317,-2.66382240513017,4.20595547449241,4.05174633027869,8.01596737055139,6.24174804376447,73.5126591624451,68.3536165599981,69.2530251841806,90.6049131149854,17.0880556546828,14.1567195342154,16.3008487441516,20.1959652345785,-6067962244.65068,-2731111337.17134,-2731111337.17134,-2179492537.31343,4.6,4.6,4.6,8.5,8.5,8.5,-2.20035938898256,-3.7341070400801484,-3.882107010386207,5.212519753901824,6.165161663423735,6.266900301065292,71.87212022022057,69.87382533223145,76.98772501865264,15.650720276732168,15.29262351666665,17.46809967096985,-4934579045.879714,-3832845191.5255265,-3556526364.0446315,0.0,0.0,0.0,0.0,2.031779162599497,2.5598242768178725,2.0949286439810684,1.7800054259579565,2.8993685757596914,9.23766781707157,1.0925277633801498,2.672751977472585,1706916119.319611,1432929072.8960829,0.0,0.0,0.0,0.0,0.0,0.0,-0.10515889456807981,-0.40008665864186044,-0.08148367986049487,0.20154027321324652,0.2472708007849933,0.03507562710926404,0.0,0.07547578112298714,-0.18864599462557574,-0.08352280277282342,0.10624592898199703,-0.24089379589134252,-0.01043162206379289,1.1986154405686937,1.8975580294348897,4.6
4.6,2017-01-01,8.5,-2.44676435306533,6.46068127065753,73.5126591624451,15.3308825075313,-6315206101.58595,4.6,4.6,4.6,4.6,8.5,8.5,8.5,8.5,-1.9799949250478,-2.40840557987842,-6.81209765536977,-2.66382240513017,5.05362488994436,6.3779788972687,8.6694830119314,6.24174804376447,73.5126591624451,68.5910423357715,68.5257394056158,90.6049131149854,15.6608133524657,14.203291823048,15.5785036231068,20.1959652345785,-6004663555.81712,-2731111337.17134,-2731111337.17134,-2179492537.31343,4.6,4.6,4.6,8.5,8.5,8.5,-2.21314564671153,-3.006551489696075,-3.8640188393808033,5.2400872116981,5.79702803987809,6.285144736639714,73.5126591624451,70.70497862503633,75.56337052260763,16.0265838382266,15.2513533307374,17.062676110382583,-6129277300.684583,-4430194318.927961,-3901169161.0673413,0.0,0.0,0.0,0.0,1.3890885731658063,2.569962302365982,1.7289420088494056,1.7808459837395223,3.1404003532046625,8.207437956863423,1.0842141406960253,2.5890268788369646,1864143530.6263723,1563064904.4670515,0.0,0.0,0.0,0.0,0.0,0.0,0.23574273959629544,0.015927040489935207,-0.08148367986049487,0.2784251722981881,0.012966862186428063,0.03507562710926404,0.0,0.07175305490447226,-0.18864599462557574,-0.021067286705288235,0.07938939075049722,-0.24089379589134252,0.05171689352486486,1.3123210012107087,1.8975580294348897,4.6
4.6,2018-01-01,8.5,-2.96352841915778,2.31008425545845,73.5126591624451,15.2847949273464,-6533012704.85254,4.6,4.6,4.6,4.6,8.5,8.5,8.5,8.5,-2.44676435306533,-2.21267766202146,-5.69099818625964,-5.29942775531871,6.46068127065753,4.20595547449241,8.63218137662685,7.66829190107919,73.5126591624451,73.5126591624451,66.747235367113,88.6994841221229,15.3308825075313,17.0880556546828,15.0683571124812,21.1477261899901,-6315206101.58595,-6067962244.65068,-2731111337.17134,-3110580992.6895,4.6,4.6,4.6,8.5,8.5,8.5,-2.463429232423637,-2.5519731951790985,-3.6693605613673927,4.60813013868678,4.743345186350024,5.838627432837986,73.5126591624451,71.83254925759167,74.2978017759678,15.425496929114466,15.2874262998816,16.574098505162276,-6284294120.751869,-5063844546.874828,-4186371803.747595,0.0,0.0,0.0,0.0,0.49062891951673593,2.539641182421687,1.5751444078389745,2.05340103498457,2.6038977325593597,7.092956695502802,1.0805021688360021,2.2831874132640664,1816647573.4663322,1710937411.0444334,0.0,0.0,0.0,0.0,0.0,0.0,0.21120303859464173,0.3393403250839335,-0.4407833154846825,-0.6424395263158766,-0.45075874686066675,-0.6987485237575082,0.0,0.0,-0.17121660976932318,-0.0030061922503324956,-0.10552755467192287,-0.27723695729609044,0.03448923119261171,0.07664030220554419,1.100254814199165,4.6
4.6,2019-01-01,8.5,-2.07126631371234,-0.220483886831275,73.5126591624451,15.9340645141306,-5142756455.86767,4.6,4.6,4.6,4.6,8.5,8.5,8.5,8.5,-2.96352841915778,-1.9799949250478,-3.3004682319038,-4.33041626176129,2.31008425545845,5.05362488994436,4.05174633027869,6.79682611892866,73.5126591624451,73.5126591624451,68.3536165599981,84.9944169483341,15.2847949273464,15.6608133524657,14.1567195342154,20.0467042670386,-6533012704.85254,-6004663555.81712,-2731111337.17134,-3356826499.54734,4.6,4.6,4.6,8.5,8.5,8.5,-2.49385302864515,-2.347106208813855,-3.481098065696647,2.8500938797615682,4.031306816831696,5.253851599024658,73.5126591624451,72.69238969133283,73.34098862714372,15.516580649669434,15.583650463200799,16.231378525753275,-5996991754.102054,-5465785399.990884,-4335199300.107622,0.0,0.0,0.0,0.0,0.35287251992880325,2.569739075329444,2.589389803786785,2.6641073188116904,2.0092416558076187,6.242255984117649,0.9434590976714764,2.0064342257707755,1421005714.0075788,1709893823.8340025,0.0,0.0,0.0,0.0,0.0,0.0,-0.3010810018481336,0.04609677909267207,-0.5216934842956866,-1.0954440888077126,-1.0436288588157763,-1.0324392419304715,0.0,0.0,-0.13508837636792614,0.04247813528872246,0.017448082389787123,-0.2051529118265153,-0.2128047673858381,-0.14353961582318175,0.5320292712659289,4.6
4.6,2020-01-01,8.5,-1.40761494671391,-4.62451503749502,73.5126591624451,19.0691715859524,-5206742613.44728,4.6,4.6,4.6,4.6,8.5,8.5,8.5,8.5,-2.07126631371234,-2.44676435306533,-2.40840557987842,-9.54319542329735,-0.220483886831275,6.46068127065753,6.3779788972687,5.95008814473897,73.5126591624451,73.5126591624451,68.5910423357715,84.9944169483341,15.9340645141306,15.3308825075313,14.203291823048,19.2117908296268,-5142756455.86767,-6315206101.58595,-2731111337.17134,-5572122515.48947,4.6,4.6,4.6,8.5,8.5,8.5,-2.147469893194677,-2.1803077699531035,-2.80313302598136,-0.8449715562892818,2.197557827704409,4.372634667171826,73.5126591624451,73.5126591624451,72.38417547831963,16.762677009143133,16.394630423684866,16.21949358878041,-5627503924.722497,-5878390612.70354,-4304750974.93744,0.0,0.0,0.0,0.0,0.5166335219544795,1.7754337958724962,4.068544402357194,3.8829582042293667,0.0,5.062020256040387,1.4661454149406903,1.9875082219726907,576799577.3693554,1688990803.4856684,0.0,0.0,0.0,0.0,0.0,0.0,-0.32040851657021574,-0.424703508962587,-0.8525006683529118,19.974390028936327,-1.7157937133500418,-1.7772179041723923,0.0,0.0,-0.13508837636792614,0.19675501307538523,0.24384043622959517,-0.007423526777861067,0.012441996452428716,-0.17552293152559173,-0.0655728406951751,4.3
4.3,2021-01-01,8.5,-3.70866603778748,4.2074764951157,73.5126591624451,17.4670693340871,-6540800573.15354,4.6,4.6,4.6,4.6,8.5,8.5,8.5,8.5,-1.40761494671391,-2.96352841915778,-2.21267766202146,-0.510385718302903,-4.62451503749502,2.31008425545845,4.20595547449241,3.53891205317842,73.5126591624451,73.5126591624451,73.5126591624451,86.063491912486,19.0691715859524,15.2847949273464,17.0880556546828,20.9584196862527,-5206742613.44728,-6533012704.85254,-6067962244.65068,-2731111337.17134,4.5,4.55,4.574999999999999,8.5,8.5,8.5,-2.3958490994045767,-2.429639165914107,-3.069656385938408,-0.21250747640353188,2.1978113311416245,4.4283483706665985,73.5126591624451,73.5126591624451,71.33827274914957,17.490101811390034,16.45779937025225,15.928547726099941,-5630099880.82283,-5957197000.78735,-4622225077.935956,0.12247448713915887,0.08660254037844375,0.0,0.0,0.8119587791149814,1.6344223388919328,4.068694614398115,3.8746958144225663,0.0,2.7450346394710143,1.5095202323556738,1.3991981144843626,637036205.174354,1723993453.3752525,-0.06521739130434778,-0.06521739130434778,-0.06521739130434778,0.0,0.0,0.0,1.6347162954225474,0.25143596188001593,6.266398538970218,-1.909820048373068,0.8213519637536775,0.1889180719641843,0.0,0.0,-0.14583225094797758,-0.08401530421203585,0.1427742025400902,-0.16658461870842722,0.2562173817197786,0.0011920791605402048,1.3949227130110198,6.7
6.7,2022-01-01,8.5,-1.95359411175867,-7.34919301306745,73.5126591624451,15.7428689340544,-2642073993.54976,4.3,4.6,4.6,4.6,8.5,8.5,8.5,8.5,-3.70866603778748,-2.07126631371234,-1.9799949250478,-1.83339432034317,4.2074764951157,-0.220483886831275,5.05362488994436,8.01596737055139,73.5126591624451,73.5126591624451,73.5126591624451,69.2530251841806,17.4670693340871,15.9340645141306,15.6608133524657,16.3008487441516,-6540800573.15354,-5142756455.86767,-6004663555.81712,-2731111337.17134,5.2,4.8999999999999995,4.75,8.5,8.5,8.5,-2.356625032086687,-2.4252390303659186,-3.079673035223033,-2.58874385181559,0.13067501397298922,3.147918338698362,73.5126591624451,73.5126591624451,71.69324224733828,17.42636995136463,16.47147530051703,15.88204940859184,-4796539060.050193,-5396765407.076123,-4614805299.300824,0.8899438184514796,0.620117290958295,0.0,0.0,0.8149488423200583,1.6265062196013742,5.293820640507602,4.966354089391578,0.0,2.726219920800038,1.501204402411529,1.3949660290012518,1492136835.910573,1733040265.9959164,0.558139534883721,0.45652173913043503,0.45652173913043503,0.0,0.0,0.0,-0.4732353649928136,-0.05681172004519586,0.06556134165017014,-2.74669853096003,32.332109292373865,-1.9168192275914822,0.0,0.0,0.061508272987871315,-0.09871148771751381,-0.011999171956825316,-0.03423010782167968,-0.5960625975367527,-0.486253331997617,-0.032601140206095613,6.3
6.3,2023-01-01,8.5,1.71904084626906,-2.3298481898334,73.5126591624451,18.1135068059197,-1806559058.60418,6.7,4.6,4.6,4.6,8.5,8.5,8.5,8.5,-1.95359411175867,-1.40761494671391,-2.44676435306533,-6.81209765536977,-7.34919301306745,-4.62451503749502,6.46068127065753,8.6694830119314,73.5126591624451,73.5126591624451,73.5126591624451,68.5257394056158,15.7428689340544,19.0691715859524,15.3308825075313,15.5785036231068,-2642073993.54976,-5206742613.44728,-6315206101.58595,-2731111337.17134,5.766666666666667,5.183333333333333,4.891666666666667,8.5,8.5,8.5,-1.3144064344256965,-1.7309381638101868,-2.368744826753131,-1.82385490259505,-1.3344132294421656,2.231307405217962,73.5126591624451,73.5126591624451,72.10881889374072,17.107815024687067,16.935246016915098,16.093299673826248,-3663144541.76916,-4645324233.245828,-4537759276.086895,1.03424690798023,0.7609304511682731,0.0,0.0,1.8763250397816513,1.709130072889028,4.318077783694176,4.868708479232725,0.0,2.575404326464141,1.5081703597467024,1.5302101584781485,1989493753.411552,1841551350.166532,-0.059701492537313494,0.36956521739130443,0.36956521739130443,0.0,0.0,0.0,-1.8799375652916668,-2.2212436719872697,-1.2523511748123564,-0.6829790446800426,-0.49619621280431214,-1.2687413063301398,0.0,0.0,0.07277440272932867,0.1505848700002339,-0.050115694629162766,0.16272443388290903,-0.31623449494047795,-0.65303469122164,-0.33852603003901516,2.2
2.2,2024-01-01,8.0,1.21846968715026,5.00871930957159,73.5126591624451,18.1135068059197,-2597644514.30847,6.3,4.3,4.6,4.6,8.5,8.5,8.5,8.5,1.71904084626906,-3.70866603778748,-2.96352841915778,-5.69099818625964,-2.3298481898334,4.2074764951157,2.31008425545845,8.63218137662685,73.5126591624451,73.5126591624451,73.5126591624451,66.747235367113,18.1135068059197,17.4670693340871,15.2847949273464,15.0683571124812,-1806559058.60418,-6540800573.15354,-6533012704.85254,-2731111337.17134,5.066666666666666,4.783333333333333,4.691666666666666,8.333333333333334,8.416666666666666,8.458333333333334,0.32797214055355006,-1.0339384794255133,-1.7929558373023058,-1.5567739644430867,-0.8846407204233092,1.929352232963357,73.5126591624451,73.5126591624451,72.67260421001838,17.323294181964602,17.40669799667732,16.34706214827946,-2348759188.8208036,-3989429534.821817,-4526637040.848323,1.6092441289831283,1.0891684345352093,0.20412414523193137,0.14433756729740654,2.09130843483659,1.6510252111428831,4.877871981940475,4.536681315968643,0.0,1.9625985762225622,1.3193632587433575,1.5958742061790636,1888854907.4666414,1853816927.1332705,-0.6507936507936507,-0.4883720930232558,-0.5217391304347825,-0.05882352941176472,-0.05882352941176472,-0.05882352941176472,-0.29119212624017654,-1.3285466188476696,-1.2141047400247176,-3.1498050093683347,0.19043310530338609,-0.41976204031884934,0.0,0.0,0.10135886165354924,0.0,0.037008925737248566,0.2020890313859225,0.43789626026149064,-0.602855264389133,-0.04886905233277827,2.0
2.0,2025-01-01,7.75,1.21846968715026,5.00871930957159,73.5126591624451,18.1135068059197,-2597644514.30847,2.2,6.7,4.6,4.6,8.0,8.5,8.5,8.5,1.21846968715026,-1.95359411175867,-2.07126631371234,-3.3004682319038,5.00871930957159,-7.34919301306745,-0.220483886831275,4.05174633027869,73.5126591624451,73.5126591624451,73.5126591624451,68.3536165599981,18.1135068059197,15.7428689340544,15.9340645141306,14.1567195342154,-2597644514.30847,-2642073993.54976,-5142756455.86767,-2731111337.17134,3.5,4.3500000000000005,4.475,8.083333333333334,8.291666666666666,8.395833333333334,1.38532674018986,-0.48564914594841335,-1.416377677381134,2.56253014310326,-0.013106854356164988,2.0090999812377657,73.5126591624451,73.5126591624451,73.10252442688898,18.1135068059197,17.76993837864217,16.676794420921482,-2333949362.40704,-3565244211.228616,-4515514805.60975,1.976613265158362,1.3390125262500516,0.33229003395628093,0.24905122997390566,2.193691920117125,1.7857792663457832,5.453463776836192,4.585529407694785,0.0,1.4207483998640715,1.1173956247430545,1.5085515269316176,1863661328.2090225,1865929560.1550772,-0.09090909090909094,-0.7014925373134329,-0.5652173913043478,-0.03125,-0.08823529411764708,-0.08823529411764708,0.0,-1.6237066746957822,-1.369180856028847,0.0,-1.6815332378215797,0.2361877820784195,0.0,0.0,0.07547578112298714,0.0,0.1505848700002339,0.2794988812302974,0.0,-0.016816137379103813,-0.04886905233277827,2.2
2.2,2026-01-01,7.75,1.21846968715026,5.00871930957159,73.5126591624451,18.1135068059197,-2597644514.30847,2.0,6.3,4.6,4.6,7.75,8.5,8.5,8.5,1.21846968715026,1.71904084626906,-1.40761494671391,-2.40840557987842,5.00871930957159,-2.3298481898334,-4.62451503749502,6.3779788972687,73.5126591624451,73.5126591624451,73.5126591624451,68.5910423357715,18.1135068059197,18.1135068059197,19.0691715859524,14.203291823048,-2597644514.30847,-1806559058.60418,-5206742613.44728,-2731111337.17134,2.1333333333333333,3.9499999999999997,4.2749999999999995,7.833333333333333,8.166666666666666,8.333333333333334,1.21846968715026,-0.047968373637718255,-1.1141380717954108,5.00871930957159,1.59243220348827,1.8949950155963398,73.5126591624451,73.5126591624451,73.5126591624451,18.1135068059197,17.610660915303384,17.002645669494125,-2597644514.30847,-3130394528.0388145,-4504392570.371178,2.1510462570572493,1.4894324727590342,0.37638632635453995,0.3077287274483321,2.2345484783630574,1.9055230585672136,5.238099930660499,4.482818241513787,0.0,0.0,0.9508608085574988,1.338410989489505,1701372059.1617227,1877892208.7553937,0.10000000000000009,-0.6507936507936507,-0.5217391304347825,0.0,-0.08823529411764708,-0.08823529411764708,0.0,-0.29119212624017654,-1.505923793454992,0.0,-3.1498050093683347,-0.21468549986634178,0.0,0.0,0.07175305490447226,0.0,0.0,0.27530343187953865,0.0,0.43789626026149064,-0.04886905233277827,2.2
